,text,label,aug_text
10,"	Close to Perfect Bookcase
	I love this bookcase. My only problem with it is that the bottom right side slat of wood arrived split (a bit), but it still fit together, so I kept it (excuse the rhymes, please). It's amazing that despite being somewhat broken it still holds 60 books, including some big heavy hardcovers, 20 DVDs, 3 DVD box sets, 12 videotapes, and a few pictures and knicknacks. And yet it takes up hardly any space in my tiny bedroom. Best part: the ease with which you can put it together. I have MS, so being able to put furniture together by myself is a very big deal. Highly recommended
",1,"Near Perfect Bookcase I love this bookcase. My only problem is that the wooden slats came split (a bit) down right, but they still fit together, so I kept them (excuse the rhymes). It is amazing that despite some broken books, it still contains 60 books, including some large heavy hardcovers, 20 DVDs, 3 DVD box sets, 12 videotapes and a few pictures and snippets. And yet it barely takes up space in my tiny bedroom. The best: the ease with which it can be put together. I have MS, so it's a very big deal to be able to put furniture together myself. Highly recommended"
11,"	Awesome! Perfect!
	As a tea lover for 30 years, I have to say this electric kettle is the best one in terms of cost-benefit and performance. I've used this kettle for more than 1 year and it's still working perfectly. It boils water very quickly and keeps warm for a while. A+
",1,"Great! Perfect! As a tea lover for 30 years, I have to say that this kettle is the best in terms of cost-benefit ratio and performance. I have been using this kettle for over a year and it still works perfectly. It boils water very quickly and keeps warm for a while. A +"
12,"	Good, Cheap, with one  small reservation
	My only reservation is for safety sake, it would probably be better to get the version that is wireless, because when you fill this in the sink you must be very careful not to get the electrical prong that connects to the cord wet.
",1,"Good, cheap, with a small caveat My only reservation is for security reasons, it would probably be better to get the version that is wireless, because if you fill this in the sink, you have to be very careful not to get the electric spigot that is connected to the cable wet."
13,"	Awesome for dorms, tea drinkers
	This kettle is amazing.  It's simple -- you plug it in and flip the switch (a light turns on to let you know it's working). 

It heats very quickly,  and lt;5 minutes for a full kettle of boiling water and if you only want a cup or two for tea, it heats in about 3.  

For students in dorms, you can use it for oatmeal, soup, tea.  Automatically cuts off after boiling for a minute, so no worries about fire hazards.  Great product, I use it every day.
",1,"Great for dorms, tea drinkers This kettle is amazing. It's simple - you plug it in and turn the switch on (a light goes on to know it works). It heats up very quickly and it takes 5 minutes for a full kettle of boiling water, and if you only want one or two cups of tea, it heats up in about 3 minutes. For students in dormitories, you can use it for oatmeal, soup and tea. Cuts itself off automatically for a minute after cooking, so there is no worry about fire hazards. Great product, I use it every day."
14,"	These towels are so soft and fluffy!
	I love using them and when washed in fabric softener they are great.  It is a great deal.  Was kind of worried before purchase from reading some of the other reviews but after having had them a week, my whole family loves them.  They are much better than the more expensive famous designer towels that I have.  For people who are complaining about these towels, go price similar items at your local high end department stores
",1,"These towels are so soft and fluffy! I love using them and when they are washed in fabric softener, they are great. That's a lot. I was a bit worried before buying because I read some of the other reviews, but after having them for a week, my whole family loves them. They are much better than the more expensive famous designer towels I have. For people who complain about these towels, go to price-matching items in your local high-end department stores"
15,"	Great Product
	Braun makes the best coffee makers and this feature makes it even better.  The coffee tastes more smooth because of this filter.  I love it
",1,Great product Braun makes the best coffee makers and this feature makes it even better. The coffee tastes smoother through this filter. I love it
16,"	canning kit
	great kit however the book that comes with the kit needs some work. The photos in the book are NOT accurate with the descriptions. I recommend that if you need canning instructions or recipes you get a separate book
",1,"Mason kit is great, but the book that comes with the kit takes some work. The photos in the book do not match the descriptions. I recommend that you get a separate book if you need mashing instructions or recipes"
17,"	Churchill China Dinnerware
	When I first saw this pattern on-line, I was truly impressed with the design. This pattern was exactly what I had been searching for such a long time.

However, after I received the shipment, I couldn't believe how even more beautiful these dishes were...and they compliment the wallpaper that's in my dining room!

Best purchase I have made in a very long time
",1,"Churchill China Dinnerware When I first saw this pattern online, I was really impressed by the design. This is the pattern I had been looking for for so long. But when I received the show, I couldn't believe how beautiful these dishes were... and they complement the wallpaper in my dining room! The best buy I've made in a long time"
18,"	Excellent kid's game
	As a mathematician, game theorist, and proud Chi Omicron Chi (XOX, aka ""Xocks"") brother, I have always been interested in this the simplest of m,n,k games, i.e. games in which players alternate placing markers on an m x n board with each player trying to place k of his or her markers in a row.  As every game theorist knows, perfect tic-tac-toe play by both players results in a tie game every time, with neither player achieving victory.  The clever child will figure this out on her own, as I did at an early age, and I lost interest in playing tic-tac-toe before I turned five.  I never lost interest, however, in studying tic-tac-toe and similar games, which began my pursuit of mathematics and game theory, and partly accounts for my joining Chi Omicron Chi as a college freshman.  As part of our initiation, pledges had to play a modified form of tic-tac-toe with vodka-filled shot glasses for markers.  Each player had five glasses, and as he placed his marker, he would empty his glass.  The loser would drink the remaining shot glasses.  Most of us knew how to play perfect games of tic-tac-toe, so really the point of the game, as with most fraternity games, was to see who could best hold his liquor.  I do remember one unfortunate pledge, Bob, who never figured out how to play perfect tic-tac-toe and nearly drank himself into catatonia.

All these thoughts came rushing, so to speak, back to me when I saw the ""Shot Glasses Tic-Tac-Toe"" available for so reasonable a price at about a dollar per component.  I have a four-year-old son who has yet to perfect his tic-tac-toe game, so I bought this set to educate him.  We play the same way I did in the Xocks fraternity house.  Of course I don't give him pure vodka in his shot glasses; he only weighs 35 lbs.  As 35 lbs represents approximately a fifth of my own weight, I dilute his vodka in a 1-to-4 dilution with orange juice.  I know what you're thinking: what happens when he loses and must finish off the remaining shot glasses, including mine?  I am nothing if not fair, so when he loses, I give him an equivalent amount of diluted vodka to however much pure vodka I have remaining in my shot glasses.  Since I, knowing how to play perfect tic-tac-toe, never lose to my son, the reverse problem, my having to drink his remaining shots, never occurs.

My son loses more often than not, and he usually ends up walking into walls, falling down, and later becoming violently sick.  You would think all this negative reinforcement would promote rapid and forceful mastery of tic-tac-toe, but his cognitive development must be lacking.  I can only surmise that the time delay between his losing tic-tac-toe games and the negative effects of alcohol poisoning inhibits his forming the negatively reinforcing connections.  He still loves to play, however, but his game, if anything, seems to be getting worse, almost as if he is trying to lose
",1,"Excellent child's play As a mathematician, game theorist and proud brother of Chi Omicron Chi (XOX, alias ""Xocks""), I have always been interested in the simplest of m, n, k games, i.e. the game called XoX. Games where players take turns placing markers on a m x n board, with each player trying to place k of his markers in a row. As any game theorist knows, a perfect tic-tac-toe game between both players leads to a tie each time, with neither player winning. The smart kid will find out for himself, as I did when I was young, and I lost interest in tic-tac-toe before I turned five. I never lost interest in tic-tac-toe and similar games, which started my studies of mathematics and game theory and partly explains my entry into chi omnicron chi as a college freshman. As part of our initiation, the Promises had to play a modified form of tic-tac toe with vodka-filled shot glasses for markers. Each player had five glasses and when he put his marker down, he emptied his glass. The loser would drink the remaining shot glasses. Most of us knew how to play perfect tic-tac-toe games, so, as with most brotherhood games, it was really about who could hold their booze best. I remember an unfortunate promise, Bob, who never figured out how to play Tic-Tac-Toe and almost got drunk in Catatonia. All these thoughts came back to mind when I saw the Shot Brises Tic-Tac-Toe for such a low price of about one dollar per component. I have a four-year-old son who still needs to perfect his tic-tac-toe game, so I bought this set to educate him. We play like I do in the brother house. Of course, I don't put pure vodka in his shot glasses, he weighs only 35 pounds. Since 35lbs is about a fifth of my own weight, I dilute his vodka 1-to-4 with orange juice. I know what you're thinking: what happens if he loses and has to lock up the remaining shot glasses, including mine?"
19,"	Great Knives
	These knives are great.  They are very sharp and of high quality.
",1,Great knives These knives are great. They are very sharp and of high quality.
20,"	MUST HAVE !!!
	I thought I couldn't live without my Cuisinart or Kitchen Aide - this product goes on the same list!!!  This was the easiest, best performing kitchen  and quot;gizmo and quot; I have ever had.  A must for entertaining and holiday baking - simple, easy - no mess!  Gone are the days with the  and quot;one at a time and quot; with the gas burner!!  Love it, love it!!
",1,"MUST!!! I thought I couldn't live without my cuisine art or kitchen help - this product is on the same list!!! That was the simplest, most powerful cuisine and quota; gizmo and quota; I ever had. A must for fun and holiday baking - simple, simple - no mess! Gone are the days with the and quot; one by one and quot; with the gas burner!! Love it, love it! !"
21,"	Who Knew??!
	This is my third pair of kitchen shears.  The first was $10 and lasted a week.  I thought the second pair was just fine until my Shun shears arrived.  These cut well and are also very smooth while cutting.  They fit my hand nicely. I can really feel the difference in quality.  These can perform different functions -- opening bottles, jar opener, nut cracker -- one blade has a curve in it to accomodate bone.  I love that they are dishwasher safe.

I probably wouldn't have purchashed these if I were not completing a Shun set.  But now that I have them, this is what I should have been using all along
",1,"Who knew??! This is my third pair of kitchen scissors. The first was $10 and lasted a week. I thought the second pair was fine until my shun scissors came. These cut well and are also very smooth when cutting. They fit my hand well. I really feel the difference in quality. These can perform various functions - opening bottles, glass openers, nutcrackers - a blade has a curve to pick up bones. I love that they are dishwasher safe. I probably wouldn't have bought it if I hadn't finished a Shun set. But now that I have them, I should have used them all the time."
22,"	A good knife but Quality Control was poor
	The knife is solid and very comfortable in hand, however, when I got it new, the blade is slightly bent. I expect it to be in almost Perfect condition, but it's not
",1,"A good knife, but the quality control was poor. It is solid and very comfortable to hold, but when I got it new, the blade was slightly bent. I expect him to be in near-perfect condition but it's not"
23,"	I am not a chef but with this knife I feel like one.
	This knife is well worth the money.  It is not only sharp but it behaves in your hand begging to be tuned loose on meat vegetables, fruit you name it.  Honestly, I felt it was too much for me but as I got better accustomed to its heft, I knew it was me that did not possess the skills to wield the tool.   Do not doubt yourself, learning to use it is a joy.  Treat yourself
",1,"I'm not a chef, but I feel like one with this knife. This knife is worth the money. It is not only sharp, but it behaves in the hand to engage in meat, vegetables or fruit that it is called. Honestly, I felt it was too much for me, but as I got used to the severity of the task better, I knew that it was me who did not have the skills to use the tool. Do not doubt yourself, it is a pleasure to learn to use it. Treat yourself"
24,"	Very Nice Tea Press
	I really like this tea press. It is the perfect size for one person.
",1,Very nice tea press I like this tea press very much. It's the perfect size for one person.
25,"	Expensive but well worth it
	I made plenty of pizzas on several types of thin metal baking pans, and the results were consistenly mediocre.

Now however, with this pizza stone, I no long find myself ordering pizza for delivery.

1 cup water or beer
2 1/2 cups flour (maybe a 1/4-cup of whole-wheat flour mixed in)
1 package of dry yeast
1 teaspoon salt
1 tablespoon sugar
1 tablespoon butter

Knead and let rise twice (I used to do it by hand, but now I have a bread maker which works perfectly for this purpose on the 'dough' setting).  This makes two pizzas around 14 inches in diameter.  Either roll them out with a rolling pin, or press them into shape by hand.  The dough seems to be too elastic to ""throw"" it into shape - I think it's a skill that takes a long while to master.

I make pizza sauce with a can of tomato paste, some red wine and/or water, chopped parsley, chopped basil, dried oregano, chopped garlic and chopped onion.  I've also used pasta sauce (prego or ragu) with acceptable results.

I almost always top with mozarella and thinly-sliced mushrooms.

I use parchment baking paper under the pizza.  I slide it on and off the stone this way, without resorting to corn meal.  This works perfectly for me every time.

Heat the oven up _HOT_ (500 degrees).  It will only take 5 minutes to bake at this temperature.  When the cheese is beginning to brown around the edges, it is done.  The crust is golden-brown on the bottom, with just a bit of crunch.  If I let the crust rise a bit after preparing the pizza, it will be softer and thicker.

Store-bought frozen pizzas are also better when cooked on this stone.

I'm giving only 4 stars because of the price.  There must be a cheaper alternative to this stone, but I'm not complaining too much, because I've thoroughly enjoyed the pizzas it's produced
",1,"Expensive, but worth it, I prepared a lot of pizzas on several types of thin baking trays, and the results were consistently mediocre. Now, with this pizza stone, I don't order pizza for delivery. 1 cup water or beer 2 1 / 2 cups flour (maybe a 1 / 4 cup whole wheat flour mixed in) 1 package dry yeast 1 teaspoon salt 1 tablespoon sugar 1 tablespoon butter knead and let rise twice (I used to do it by hand, but now I have a bread maker that works perfectly for this purpose on the dough setting). That makes two pizzas with a diameter of about 14 inches. Either roll them out with a rolling pin or press them into shape by hand. The dough seems too elastic to be ""thrown"" into shape - I think it's a skill that takes a long time. I make pizza sauce with a can of tomato paste, some red wine and / or water, chopped parsley, chopped basil, dried oregano, chopped garlic and chopped onion. I have also used pasta sauce (prego or ragu) with acceptable results. I almost always cover them with mozarella and thinly sliced mushrooms. I use baking parchment under the pizza. I am pushing it up and down this way without resorting to corn flour. It works perfectly for me every time. Heat the oven to 500 degrees. At this temperature, it takes only 5 minutes to bake. When the cheese starts to brown at the edges, it is ready. The crust is golden brown at the bottom, with just a little crunch."
26,"	This bargain beauty works great!
	I had never used a pizza stone but, thought they might be fun so, I put one on my registry. I made pizza on the stone using store bought dough and got rave reviews from friends. Would definately reccomend this to a friend! Just remember to let the stone heat thoroughly before using.
",1,"This bargain beauty works great! I had never used a pizza stone before, but because I thought they would be fun, I put one on my register. I made pizza on the stone with the dough I had bought and got rave reviews from friends. Would definitely recommend this to a friend! Just remember to heat the stone thoroughly before use."
27,"	Excellant Machine
	I purchased this machine for my father, who is completely blind, but a complete coffee fiend.  He finds this machine easy to use, and loves the fact that he can make as many or as few cups.  I highly recommend this machine
",1,"Excellent machine I bought this machine for my father, who is completely blind, but a total coffee king. He finds this machine easy to use and loves the fact that he can make as many or as few cups. I highly recommend this machine"
28,"	Great pans for the price
	Heavy duty and scratch resistant (my husband always tests this with his house key). Good value for the money
",1,Great pans for the price heavy duty and scratch resistant (my husband always tests this with his house key). Good value for money
29,"	Buy it but Keep your Iron.
	I just received my Jiffy Steamer J-4000 Pro-Line.  It was missing a funnel which would be no big deal if they had not printed the words ""USE ENCLOSED FUNNEL"" in caps every where.  I sent an email and they said they will send me one (they seem to have a good customer service).

Now that we have dispensed with the whining, lets talk about the product itself.  If you need sharp lines on your pants or shirt stick with your iron, this is not for you.  However if you would like to take wrinkles out of your clothes and you don't want to bother with hanging them in the bathroom while you take a shower or taking them out of the dryer on time, this does do an amazing job.

I have also purchased a JIFFY personal hand held steamer that works fairly well and provides adequate amount of steam for most of your needs.  However if you take wrinkles out frequently and have the space go for J-4000.  You get the wrinkles out faster.

If you have a concern about startup time, you do have some control over that.  I just put enough cold water in there for a few shirts and it started steaming in 4 minutes.  If you put hot water out of the tab and reduce the amount of water you can get even quicker startup time.  Or you can put it on standby in the morning before you go to the shower and put it on steam when you are ready to use it.  Standby setting uses a thermostat to keeps the water temperature at 90C degrees (close to boiling).  

If you can afford it, buy one.  It would make a great re-gift item if you find out that you don't like it
",1,"Buy it, but keep your iron. I just got my Jiffy Steamer J-4000 Pro-Line. There was no funnel missing, which would not be a big deal if they hadn't printed the words ""USE ENCLOSED FUNNEL"" in caps everywhere. I emailed them and they said they would send me one (they seem to have good customer service). Now that we have dispensed with whining, let us talk about the product itself. If you need sharp lines on your trousers or shirt stick with the iron, this is not for you. However, if you want to remove wrinkles from your clothes and you don't want to bother hanging them in the bathroom while you shower or get them out of the dryer in time, then this does an amazing job. I also bought a JIFFY steam oven, which works pretty well and provides enough steam for most of your needs. However, if you often take out wrinkles and have room for J-4000. You get out the wrinkles quicker. If you have concerns about the start time, you have some control over it. I just poured in enough cold water for a couple of shirts and it started steaming in 4 minutes. If you remove hot water from the tab and reduce the amount of water, you can get to the start time even faster. Or you can put it on standby in the morning before showering and let it steam when you are ready to use it. When set to standby, the water temperature is kept at 90 ° C (close to boiling) using a thermostat. If you can afford it, buy one."
30,"	The more you use it, the more you will love it.
	I absolutely love my KitchenAid mixer.  I like to bake and always use my mixer.  I use it to mix cake batters and knead dough.  Cakes come out perfect every time.  The mixer is a necessity for every baker's kitchen.  It is a durable product and will last a lifetime.  The mixer is well built and well designed.  Cleanup is easy too.  Just remove the bowl and beater and wash by hand or in the dishwasher.  The mixer comes with one bowl, kneading hook, flat paddle beater and whisk-type beater.  There are also many accessories available for the KitchenAid mixers.  

I recommend the KitchenAid mixer for every kitchen.  The more you use it, the more you will love it.
",1,"The more you use it, the more you will love it. I love my KitchenAid blender. I like to bake and always use my blender. I use it to mix cake dough and knead dough. Cakes arrive perfectly every time. The blender is a necessity for every bakery kitchen. It is a long lasting product and will last a lifetime. The mixer is well built and well designed. Cleaning up is also easy. Simply remove the bowl and mixer and wash by hand or in the dishwasher. The mixer is equipped with a bowl, kneading hooks, flat paddle stick and whisk. There are also a lot of accessories available for the KitchenAid mixers. I recommend the KitchenAid Mixer for every kitchen. The more you use it, the more you will love it."
31,"	Fantastic
	This is a perfect machine for the office. It takes up very little space,is very simple to use, cleaning is a breeze.
You can fill the water tank so that water is ready when you are for a cup of delicious coffee.
I purchased this coffee maker for my husband's office and for my wallet.
In his building there is a coffee shop but at $[...] a cup and time away from the desk 1 half hour per cup this was an expensive habit.
The Melitta paid for itself in a few days. You can't go wrong with this produc
",1,"Fantastic This is a perfect machine for the office. It takes up very little space, is very easy to use, cleaning is a breeze. You can fill the water tank so that water is ready when you drink a cup of delicious coffee. I bought this coffee maker for my husband's office and for my wallet. In his building there is a cafe, but for $[...] a cup and time away from the desk 1 half hour per cup this was an expensive habit. The Melitta paid off within a few days. You can't do anything wrong with this product"
32,"	Different glaze on red mugs
	I ordered all three colors of these mugs - red, blue and white.  The blue and white mugs have a shiny, even glaze.  The red glaze is mottled and has more of a matte finish, giving it a more rustic, country look.  The mugs are great but the three different colors look very different and really don't match each other.
",1,"I ordered different glazes on red cups in all three colours of these cups - red, blue and white. The blue and white cups have a shiny, even glaze. The red glaze is mottled and has a more matte finish, giving it a more rustic, rural look. The cups are great, but the three different colors look very different and really don't match."
33,"	Works well
	Works well, well built and easy to clean.  Have no problems after a few months of use
",1,"Works well Works well, well built and easy to clean. No problems after a few months of use"
34,"	Have used and loved this product for three years
	I have used this filter daily for over a year and love it. At first I tried using it in a ""Mr. Coffee"" style machine, but found that my coffee grind was too fine and the water would filter through too slowly and overflow if I made more than 2 cups. 

Since I make coffee for one or two people usually, and don't like to leave the coffee on the hot pad, so this was okay for me.

Then I switched to single-cup method using a drip filter holder that fits over the cup. I bought it along with a cup at a Starbucks about 3 years ago.

One thing that is great about the SwissGold filter is that it cleans so easily. The first time I rinsed it out I took a paper towel to the inside and it came out clean. I was very surprised. (Not so with the plastic filter holder.) 

The taste is great, and I haven't purchased coffee filters in 3 years. Once I tried it with a coarse grind coffee in my coffemaker, which I received as a gift, and that worked out okay, too.

Currently I am using it with my caffiene free Teeccino herbal coffees (help me keep my blood pressure normal under stress), and the filter works very well with those blends.

So I highly recommend it. It pays for itself if you are looking at it from that aspect.
",1,"I have been using this product every day for three years and I love it. At first I tried a ""Mr. Coffee"" style machine, but I found that my coffee grinder was too fine and the water seeped and overflowed too slowly when I made more than 2 cups. Since I usually make coffee for one or two people and don't like to leave the coffee on the hot pad, that was okay for me. Then I switched to the stew method, where a drip filter holder fits over the cup. I bought it with a cup from a Starbucks about 3 years ago. The great thing about the SwissGold filter is that it is so easy to clean. The first time I rinsed it out, I took a paper towel inside and it came out clean. I was very surprised. (Not so with the plastic filter holder.) The taste is great and I haven't bought a coffee filter for 3 years. Once I tried it with a coarsely ground coffee in my coffee machine, which I got as a gift, and it worked well. Currently I use it together with my decaffeinated herbal tea cino coffee (helps me keep my blood pressure normal under stress), and the filter works very well with these blends. I highly recommend it. It pays off when you look at it from that point of view."
35,"	Good for a quick cup
	Me being an avid coffee drinker I will have to say if you want a quick cup it does the job.  For the money its cheap and provides a quick cup but you better have good coffee I used the pods and found it to be weak at time and sometimes you need a stronger cup I think more brewing is better.  Sometimes was a bit messy water all over the place but maybe Im a bull in a china shop would recommend the item I spent more on starbucks in a week
",1,"Good for a quick cup I'm an avid coffee drinker, if you want a quick cup then it does. For the money it is cheap and provides a quick cup, but you better have good coffee I have used the pods and found it weak at times and sometimes you need a stronger cup I think more brewing is better. Sometimes there was a bit of messy water everywhere, but maybe Im a bull in a china shop would recommend the item I spent more on Starbucks in a week"
