,text,label,aug_text
10,"	john singleton kept it real.
 	he kept it real thats all i can say. aw yeah those people talkin bout its too much cussin. what u expect im from the hood and every other word i say is a cuss word. i just cant help it. everybody in the hood cusses. but anyways..
",1,"Johnny Singleton kept it real. He kept it real, that's all I can say. Yes, these people are talking too much. What you expect from the bonnet and every other word I say is a swear word. I just can't help it. Chewing everyone on the bonnet. But anyway.."
11,"	The Sentinel; a review of
 	Frankly, the idea of a Secret Service Agent having an affair with the President's wife is way out there in the first place. (Michael Douglas not withstanding).  If you like Keefer Sutherland (as in TV's 24) you will probably like this movie (his name could have been Jack Bower in  this flick too.  I thought it had good action, writing, acting and directing.  I would not mind seeing Keefer and Michael teamed up again on the same side.  I bought the dvd, but then again I collect movies for the actors.
",1,"The Sentinel, a review by Frankly, said the idea that a Secret Service agent was having an affair with the president's wife was out of the question. (Michael Douglas does not stand up to this). If you like Keefer Sutherland (as in the 24 TV's), you will probably like this movie (his name might have been Jack Bower in this movie, too. I thought it had good action, writing, acting and directing. I wouldn't mind Keefer and Michael being on the same page again. I bought the DVD, but then I'm collecting films for the actors again."
12,"	must have for broadway lovers
 	i saw this show on PBS and was so enthralled with it that i just had to order it.  the performances are priceless from folks who have passed on.  i don't know of any other way to be able to see Yul Brynner's commanding King and I performance.  Loved it
",1,"for Broadway lovers, I must have seen this show on PBS and was so excited that I just had to order it. The performances are priceless from people who have passed on. I don't know of any other way to see Yul Brynner's commanding king and me. Loved it"
13,"	Shaking the Crime Stick!
 	I had been aware that once there was a show called ""Mr. Show"", starring Bob and David, and that it had been on HBO. But I had never been compelled to buy any of their DVDs until this weekend, when the power of Satan...um, compelled me to pick up the first two seasons. All I gotta say is: Praise Satan for leading me to this glory!

The first season, comprised of four episodes, is fantastic, with flashes of brilliance on ""The Gay Porno Video"", but it's the second season that really will make you a fan. Such oddities as F.F. Woodycooks, Only The British Can Fly, Child-Labor Comedy Writers, the Iguana, and Jeepers Creepers: Semi-Star unleash the funny like you'd never believe.

Mr. Show proves that there is a market for intelligent, hilarious sketch comedy...on cable, or in the case of KITH and Monty Python, imported from other countries. But Mr. Show is homegrown, it's comedy at a breakneck speed, and there's never a dull moment in either season. You'll laugh, you'll cry, you'll learn how to fight crime with a ""crime stick"" and ice cream, and enjoy tofu-based products while your business goes to hell...led by a red balloon. 

""The security guard and I shared something in common...Me!
",1,"Shake the crime bar! I knew there was a show called ""Mr. Show,"" starring Bob and David, and it was on HBO. But I was never forced to buy any of their DVDs until the power of Satan... um, forced me to buy the first two seasons. All I have to say is: Praise Satan for leading me to this glory! The first season, which consists of four episodes, is fantastic, with a touch of brilliance on ""The Gay Porn Video,"" but it's the second season that will really make you a fan. Weirdness like F. F. Woodycooks, Only The British Can Fly, Child-Labor Comedy Writers, the Iguana, and Jeepers Creepers: Semi-Star unleash the funniest thing you'd never believe. Mr. Show proves that there is a market for intelligent, hilarious sketch comedy... on cable or, in the case of KITH and Monty Python, imported from other countries. But Mr. Show is homemade, it's comedy at breakneck speed, and there's no dull moment in either season. You will laugh, cry, learn how to fight crime with a ""crime stick"" and ice cream, and enjoy tofu-based products while your business goes to hell... led by a red balloon. ""The security guard and I shared something in common... Me!"
14,"	Very funny; cutting edge laughs
 	This comedy volume is absolutely great.  While I'm a fan of the series, I thought this volume was more cutting edge than the next.  Definately don't watch Season 3 before seeing these seasons, because this is intellectual comedy that builds on previous episodes to some degree.  It doesn't move as fast as some comedy out there, but it all fits together better than most of what is on TV today
",1,"Very funny, very funny, very funny. Although I'm a fan of the show, I thought this one was more topical than the next. You definitely shouldn't watch a third season before you've seen these seasons, because this is an intellectual comedy that to some extent ties in with previous episodes. It doesn't go as fast as any comedy out there, but it all fits together better than most of what's on TV today."
15,"	Unforgettable and wonderful
 	I have loved this movie ever since I saw it on television and watch it whenever it is on (it's been some time now) and I plan to buy it.  Waterston has never been better as the understanding and loving father.  I didn't realize when I first saw it that Reese Witherspoon was the daughter (that was before Reese Witherspoon became Reese Witherspoon).  A heartbreaking, beautifully acted and must-see film.  Rings true to life.  They certainly don't make movies like this anymore, and it's a shame
",1,"I have loved this film unforgettably and wonderfully since I saw it on TV and I always watch it when it is on (it has been a while) and I plan to buy it. Waterston was never better than the understanding and loving father. When I first saw it, I didn't realize that Reese Witherspoon was the daughter (that was before Reese Witherspoon became Reese Witherspoon). A heartbreaking, beautifully acted and well worth seeing film. Rings that correspond to life. They certainly don't make films like this any more, and it's a shame"
16,"	Classic Epsiodes
 	Some classic episodes indeed.  All In The Family broke new ground in television sitcoms.  The world ws changing and liberalism was making its presence in many households.  Archie Bunker's old fashioned values were being challenged.  It is certainly a bit scary how prejudiced Archie Bunker's views were.  Organizing petitions against minorities moving into his neigborhood?  Not willing to donate blood for the fear it will save someone of a different race or religion? Quite a shock to the system especially when its seen today where society is very sensitive to what you can say because it might offend someone.

Certainly a great show that makes you think about differing points of view and how we have evolved since the 1970's.  Carol O'Connor, Jean Stapelton, Sally Struthers, and Rob Reiner portray a slice of pie in ever changing times.  All In The Family spawned off may other great shows such as The Jeffersons, Maude, and indirectly Good Times.  This first season was certainly a reverred one.  Just look at it with an open mind
",1,"Classic Epsiods Some classic episodes indeed. All In The Family entered uncharted territory in the TV sitcoms. The world changed, and liberalism spread to many households. Archie Bunker's old-fashioned values were questioned. It's certainly a bit scary how biased Archie's views were. Organize petitions against minorities moving to his neighborhood? Not willing to donate blood for fear of saving someone of another race or religion? Quite a shock to the system, especially when you see how society is very sensitive to what you can say because it might offend someone. It's certainly a great show, which makes you think about different points of view and how we've evolved since the 1970s. Carol O'Connor, Jean Stapelton, Sally Struthers and Rob Reiner embody a slice of cake in ever-changing times. All In The Family may have produced other great shows, such as The Jeffersons, Maude and Good Times. This first season was certainly a venerable one. You just have to look at it with your eyes open"
17,"	Civil War
 	Great movie, great actors for such a sad part of the U.S. history ! It is great to see in this movie some men who really existed (especially ""Stonewall"" Jackson). We don't know if the personalities showed into the movie were really like this or if it is a pure fiction, but at the end of the day it's not very important, because the historical interest is preserved
",1,"Civil War Great movie, great actors for such a sad part of U.S. history! It's great to see some men in this film that really existed (especially ""Stonewall"" Jackson). We do not know whether the characters shown in the film were really like that or whether they are pure fiction, but in the end it is not very important because the historical interest is preserved."
18,"	could be 5 stars
 	..without jessica alba.let's imagine the same film as ""the deep"" with jacqueline Bisset...a real sexy looking woman not a "" teenager chica lookalike""with very poor acting..It seems the same director had a better choice in ""blue crush"".
The rest is absolutly great and represents a great moment of adventures.
buy i
",1,"Could be 5 stars.. without Jessica alba.let imagine the same movie as ""The Deep"" with Jacqueline Bisset... a really sexy looking woman not a ""teenage Chica lookalike"" with very bad acting.. It seems that the same director had a better choice in ""blue crush."" The rest is absolutely magnificent and represents a great moment of adventure. ""i"
19,"	Great ocean shots in the Bahamas
 	I grabbed this flick from the shelf on a very wet and miserable day at my local Target....  craving the Summer sun and needing an island vacation....  

The cover appealled to me for these reasons and I admit I was not at all disappointed in the movie.  The scenery was indeed spectacular.  The underwater diving/snorkling scenes were clear, crisp, and just what the doctor ordered.  Even the sharks and rays made it all quite beautiful.

OK, enough of the shallow stuff....  the movie was indeed much like the 70's flick ""The Deep"" which I enjoyed back then as well.  The characters of Jared and Sam were pretty believable - poor, honest, and happy folks (most of us would love to really be this happy - let's face it!) The introduction of Bryce (played by Scott Caan) really created an interesting balance of characters and how each reacted to the many dangers, twists, etc.  

Overall, the bikinis and the buff guys added to the adventure many of us would love to have in our generally boring lives.  Would I want to deal with Tiger Sharks?  No, but a little excitement would beat the heck out of my boring 9-5 job every day.
",1,"Great shots of the sea in the Bahamas. On a very wet and miserable day at my local Target... I longed for the summer sun and needed an island holiday.... The cover appealed to me for these reasons and I admit that I was not disappointed at all by the film. The setting was spectacular indeed. The underwater scenes of diving and snorkeling were clear, crisp and exactly what the doctor ordered. Even sharks and rays did everything nicely. OK, enough of the shallow stuff... the movie was actually similar to the 70s flick ""The Deep,"" which I enjoyed back then. Jared and Sam's characters were pretty believable - poor, honest and happy people (most of us would like to be that happy - let's be honest!) The introduction of Bryce (played by Scott Caan) really created an interesting balance between the characters and how everyone reacted to the many dangers, twists and turns etc. Overall, bikinis and crazy guys have contributed to the adventure that many of us would like to have in our generally boring lives. Would I want to deal with tiger sharks? No, but a little excitement would kill my boring 9-5 job every day."
20,"	shocking and a very hooking story
 	see this
it will shock you
move you
thrill you
excite you
chill you
freak you out
it's one amazing, strange movie
it really takes a while to understand it at times
but it has many valuable lessons one can learn
Witherspoons performance is shattering and remarkable among other things. a great movie. will be seen more times then I can count the next times I play it in my playe
",1,"It's a very compelling story to see that it will shock you, it will excite you, it will chill you out it's an amazing, weird movie it really takes a while to understand it sometimes, but it has many valuable lessons you can learn Witherspoon's performance is harrowing and remarkable among other things. A great film. is seen more often, then I can count the next times I play it in my play"
21,"	Pretty Good!
 	I liked this work out. It is very easy to follow. The instructor, who is very likable, gives good instructions.  She gives each dance move a ""fun"" name, so it is easy to remember. I do this work-out when I want to work-out, but do not have as much energy as usual or I will do it as a warm-up to another work-out. It always puts me in a good mood. I liked that it contains a good warm up and an isolation section. If you are looking for a hard-core dance fitness work-out that leaves you grasping for air as you are drenched in sweat, this is not for you. If you are looking for a fun, easy work-out, then this is for you
",1,"Pretty good! I enjoyed the job. It's very easy to follow. The very likeable teacher gives good instructions. She gives each dance step a ""funny"" name, so it's easy to remember. I do this workout when I want to train, but I don't have as much energy as I usually do or I do it as a warm-up for another workout. That always makes me happy. I liked that it included a good warm-up and an isolation unit. If you're looking for a hard dance-fitness workout where you reach for air bathed in sweat, this is not for you. If you are looking for fun and light training, this is for you"
22,"	Catchy songs for toddlers...and adults!
 	My 2 year old loves watching the DVD as well as listening to the CD in the car.  I have to admit that I have memorized all of the songs on the CD and the dances on the DVD too...they are very catchy and I find myself singing them to myself when my daughter is not even around!  The lyrics are really cute and the beats are great.  Simple music but very creative.  I signed up for updates on Laurie Berkner's website so I can find out when/if she ever comes to town so my daughter (and I, of course) can go see her.  She is a great alternative to Barney and all of the other commercial characters, who I don't care much for.  I have bought this DVD/CD combo for all of my friends who have kids
",1,"Catchy songs for toddlers... and adults! My 2-year-old son likes to watch the DVD and listen to the CD in the car. I must admit that I have memorized all the songs on the CD and the dances on the DVD... they are very catchy and I find myself singing them to myself when my daughter is not even there! The lyrics are really sweet and the beats are great. Simple music, but very creative. I have signed up for updates on Laurie Berkner's website so I can find out when / if she will ever come to town so that my daughter (and I, of course) can visit her. She's a great alternative to Barney and all the other commercial characters I don't care about. I bought this DVD / CD combination for all my friends who have children"
23,"	Beginners Quigong
 	Good introduction to Qigong.  Mirror image instruction would have been helpful for some of the more complex moves and even some moves with back to the camera would have been helpful.  Overall relaxing and precise.
",1,Beginner Quigong Good introduction to Qigong. Mirror image commands would have been helpful for some of the more complex movements and even some back-to-camera movements would have been helpful. Overall relaxing and precise.
24,"	Where is Season 3?
 	I loved the first and second season and was looking forward to season 3.  WHERE IS IT?  I hope that it is released soon.  It seems unfair to release two seasons and hold back on the ending!  A little unfair to the consumer don't you think!  It is my understanding that 3 seasons is all there is.  Is that correct
",1,"Where's Season 3? I loved the first and second seasons and was looking forward to season 3. Where is it? I hope it will be published soon. It seems unfair to release two seasons and stop the end! A bit unfair to the consumer, isn't it? I understand that there are only three seasons. Is that true?"
25,"	Se7en
 	Ohhhh! I caught this movie on regular TV and even with commercials it was good.  I bought it so I would get the whole movie.  I have watched it a couple times myself and also a couple more times with friends or family.  A really amazing and edge of your seat movie and the ending will totally shock you!
",1,See you Ohhhh! I saw this movie on regular TV and even commercials were good. I bought it so I could get the whole movie. I watched it myself a few times and also a few times with friends or family. A truly amazing and exciting film and the end will shock you completely!
26,"	Top Notch Anime, Over the Top Prices
 	This is definitely the best new anime series on the shelves.  The storyline is great, but this should have been the last DVD.  Things are getting noticeably dragged out at this point and what really steams me is getting only 3 episodes on this disc after paying over $20.  That's bogus.  DVDs can fit way more episodes on a single disc, and it's a rip off the way anime is being marketed lately.  The Cowboy Bebop series had 5 episodes per disc at the start, then dropped down to 4.  Now it's just getting worse.  At this point I'm starting to regret buying the Stand Alone Complex series instead of renting it.  I am going to buy volume 7 to see how things turn out, though.  Throughout the series I think disc 4 was my favorite
",1,"Top Notch Anime, Over the Top Prices This is definitely the best new anime series on the shelves. The plot is great, but this should have been the last DVD. Things are dragging on at this point and what really puzzles me is only 3 episodes on this disc after I paid over 20 dollars. This is a bogus solution. DVDs can fit many more episodes on a single disc, and it's a rip-off of how anime has been marketed lately. The Cowboy Bebop series initially had 5 episodes per disc, but then dropped to 4. Now it's only going to get worse. At this point, I start to regret having bought the Stand Alone Complex series instead of renting it. But I'll buy Volume 7 to see how it goes. Throughout the series, disc 4 was my favorite"
27,"	Salsa
 	of course i enjoy this movie, i ordered it after so many years of searching for it... i love salsa music and the dancing..
",1,"I enjoy salsa, of course, I ordered it after searching for it for so many years... I love salsa music and dancing.."
