,text,label,aug_text
10,KUL-SBW-KUL B737-800. I flew last few month with MAS the service was excellent. The cabin crew were nice and the domestic flight had inflight entertainment. The inflight meal where I had a special request was ok but still a lot of room to improve. I will fly with MAS again.,1,"KUL-SBW-KUL B737-800. I flew with MAS last month, the service was excellent. The flight attendants were nice and the domestic flight had domestic entertainment. The food on the plane, where I had a special wish, was ok, but there was still plenty of room to improve. I will be flying with the MAS again."
11,Flight LS249. My first flight and it was brilliant! Fantastic service the crew and flight deck were great. The flights both ways were very smooth and landed early. Really enjoyed the experience will definitely fly Jet2 again.,1,"Flight LS249. My first flight and it was awesome! Fantastic service, crew and flight deck were great. The flights in both directions went very smoothly and landed early. Really enjoyed the experience will definitely fly Jet2 again."
12,"Yesterday January 19 2015 I flew Flight 16 from Seattle back to Orlando. It had been a round-about 48 hour visit to an ill relative and I was exhausted from having to rise in the wee hours AM to board coming and going on the only non-stop flight. It has been many years since I have seen flight attendants so ""up-beat"" and kind with a sense of humor in the face of a fully packed jumbo jet. And too many years since I have seen well-groomed stewardesses actively caring for each passenger. Accolades to Alaska Airlines for returning to a more gracious time during these chaotic ones.",1,"Yesterday, January 19, 2015, I flew Flight 16 from Seattle back to Orlando. It had been a 48-hour visit to a sick relative and I was exhausted that I had to get up in the early hours of the morning to board the only non-stop flight. It has been many years since I have seen flight attendants so ""quick-witted"" and friendly with humour in the face of a full-size jumbo jet. And too many years since I saw well-manicured stewardesses actively looking after every passenger. Credit to Alaska Airlines for returning to a more friendly time during this chaotic time."
13,What can I say about long haul KLM? A true tale of extremes: Pros: Value for money (only £560 return ABZ-SIN via AMS). Lounge at AMS (free food drinks wifi and showers via Petroleum Card). Food and Beverage onboard was to a surprisingly good standard for economy airline food and freely available. Staff were attentive and helpful. Cons: Seat didn't recline anywhere near as much as it does in any other airline Ive flown with and felt really cramped - I found this odd given the Dutch are the tallest in the world! IFE was so dated and a limited poor selection of music films and TV. Cabin decor is dull. All in all not too bad but the cons niggled away at me.,1,"What can I say about KLM? A true story of extremes: Pro: Value for money (only £560 will bring ABZ-SIN back via AMS). Lounge at the AMS (free food drinks Wifi and showers via Petroleum Card). On-board food and drink was surprisingly good and freely available for economy airlines. The staff were attentive and helpful. Disadvantages: Seat didn't lean back nearly as far as any other airline I flew with and felt really cramped - which I found strange, as the Dutch are the tallest in the world! The IFE was so old and a limited selection of music films and TV shows. The interior is dreary. All in all not so bad, but the drawbacks have sniffed me away."
14,We flew from Las Vegas to Honolulu on March 27 2014. Flight to Honolulu had no problems or issues at all it was on time and everything went smoothly at the airport. Follow their luggage guidelines and check in online and you won't have any problems. Flight from Honolulu to Las Vegas was delayed 4 hours 15 minutes but they did give each person in my family $16 in food vouchers to use at the airport the problem was because of the delay we missed our shuttle from the Las Vegas airport to the parking garage where our car was. When I asked an Allegiant employee for some suggestions she just said I would have to get a taxi. When I checked in online 24 hours in advance for our flight home I was able to check everybody in except for myself (we had 10 people total). I tried to check myself in online a few hours later and it worked fine I just didn't get to sit by my family during the flight. There is no inflight movie so bring something to do. The seats are super small and there is not much room. No food or drink not even water is given unless you pay for it with visa only no cash. We got extremely affordable flights to Hawaii and otherwise would not have been able to go if it weren't for price Allegiant offered. You give up luxury and service for affordable pricing which I think is fair.,1,"We flew from Las Vegas to Honolulu on March 27, 2014. The flight to Honolulu went smoothly and on time and everything went smoothly at the airport. Follow the baggage policy and check in online, and you won't have any problems. The flight from Honolulu to Las Vegas was delayed by 4 hours and 15 minutes, but they gave each person in my family $16 in food vouchers to use at the airport. Problem was, we missed our shuttle from the Las Vegas airport to the parking lot where our car was parked. When I asked an Allegiant employee for suggestions, she just said I had to get a taxi. When I checked in online 24 hours before we left for our flight home, I was able to check in everyone except myself (we had 10 people in total). I tried to check in online a few hours later and it worked fine, I just couldn't sit with my family during the flight. There's no in-flight movie, so get something done. The seats are super small and there is not much space. There is no food or drink, not even water, unless you pay for it with a visa, only without cash. We got extremely cheap flights to Hawaii and would not have been able to get there otherwise if it hadn't been for the price Allegiant offered. They are giving up luxury and service to get affordable prices, which I think is fair."
15,SYS-LAX May 3/22. Premium economy - great seat sat in back row only problem was noise from baby crying from economy seats. Food great service first class - nothing was a problem. Check in smooth and quick.,1,"SYS-LAX May 3-22. Premium Economy - large seat sat in the back row only problem was the noise of baby cries from economy seats. The food was great, the service first class - nothing was a problem. Check-in is smooth and fast."
16,SFO-NRT-MNL in Y. Nice B773 attentive crew and service. The meals were not especially pretty to look at but were tasty and far more rewarding than their appearance. Seat comfort was ok but less so than United's Economy Plus. Overall a pleasant experience and would recommend ANA to others.,1,"SFO-NRT-MNL in Y. Nice B773 attentive crew and service. The meals were not particularly pretty to look at, but tasty and much more rewarding than their appearance. Seating comfort was ok, but less than United Economy Plus. Overall a pleasant experience and would recommend ANA."
17,We flew on the Dreamliner from Manchester to Cancun. We opted to upgrade to premium seating. The experience was well worth the money. Every aspect about the flight was all that was advertised. If only all flight experiences were like this.,1,We flew from Manchester to Cancun on the Dreamliner. We have decided to upgrade to premium seats. The experience was worth the money. All that was known about the flight was advertising. If only all flight experiences were like this.
18,I flew Venice-Frankfurt-Delhi on December 28. Initial flight was supposed to be a day earlier so I missed my connection in FRA and was put on a Lufthansa flight to Delhi rather than Air India which was nice. VCE-FRA was delayed by 2hours and I only managed to make it because FRA-DEL was also delayed. FRA airport although I was there for less than an hour was an atrocious experience. I had to speed like crazy to make the flight and still had to go through security one more time and they were extremely rude unprofessional and in no way understanding. This is surely not Lufthansa's fault but it did ruin my trip. Flight to Delhi was on their A380 which I adore. Leg room was fair food was decent although they only had vegetarian options. FAs were extremely polite and professional and always asked if we wanted any drinks throughout the flight. My issue was mostly related to IFE which was not what I expected from LH. Overly German focused and pretty dull overall. Regardless I surely would fly them again.,1,"I flew Venice-Frankfurt-Delhi on December 28. The first flight was supposed to be a day earlier, so I missed my connection to FRA and was put on a Lufthansa flight to Delhi instead of Air India, which was nice. VCE-FRA was 2 hours late and I only managed to get there because FRA-DEL was also late. FRA airport, although I was there for less than an hour, was a terrible experience. I had to go crazy to make the flight and still had to go through security again and they were extremely unprofessional and not at all understanding. It's certainly not Lufthansa's fault, but it ruined my trip. Flight to Delhi was on her A380, which I admire. Legroom was fair food was decent, although they had only vegetarian options. FAs were extremely polite and professional and always asked if we wanted drinks during the flight. My problem was mainly with IFE, which was not what I expected from LH. Exaggerated German focused and altogether rather boring. Still, I would definitely fly them again."
19,SIN-VTE return. Brand new plane (same plane both ways). Adequate legroom. Decent meal served. Flight attendants have a tendency to chat to each other while serving. In-seat PTVs but no headphones were given out so bring your own (2-pin) earphones. Both flights were on time.,1,"SIN-VTE return. Brand new plane (same plane in both directions). Enough legroom. Decent meal served. Flight attendants have a tendency to talk during service. PTVs in the seat but no headphones were issued, so bring your own (2-pin) headphones. Both flights were on time."
20,SIN-BKK B777 BKK-KIX A330. I find economy on Thai to be one of the best and have no hesitation in recommending them. Both flights on time crew extremely friendly food was ample and entertainment sufficient. I did notice the B777 SIN-BKK was a little more cramped compared to their long haul offering but I put this down to a shorter route config. The A330 to Osaka was very spacious. Crew are wonderful and requests are carried out with courtesy.,1,"SIN-BKK B777 BKK-KIX A330. I think the Thai economy is one of the best and I do not hesitate to recommend it. Both flights on time crew extremely friendly food was plentiful and entertainment sufficient. I noticed that the B777 SIN-BKK was a bit cramped compared to its long-haul service, but I attributed this to a shorter route. The A330 to Osaka was very spacious. The crew is wonderful and the requests are met with courtesy."
21,LH 435 Chicago - Munich. January 30 2014. Nothing to complain about flight was on time on board service in general was good however the only point I can complain about is that breakfast could have been better. I suspect that the reason for the quality of breakfast below what one could be expect from Lufthansa is that on flights from the US to Europe catering is done by a US company hence the quality of bread is quite poor.,1,"LH 435 Chicago - Munich. January 30, 2014. Nothing to complain about was on time for the flight, but the only thing I can complain about is that breakfast could have been better. I suspect that the reason for the quality of breakfast is less than one might expect from Lufthansa, because on flights from the USA to Europe the food is provided by a US company and the quality of the bread is therefore quite poor."
22,Very good even for a short haul flight. Flew BLR-SHJ via CMB. Sri Lankan flight was only from BLR to CMB. CMB to SHJ was a codeshare flight on Mihin Lanka. Airbus A320 which was not very spacious but comfortable. Food provided the take off and landing very smooth. Staff are friendly seats comfortable and standard. No headphones given for using the inflight entertainment on short haul flights A320 airbus is not roomy.,1,"Very good for short haul flights. Flies BLR-SHJ via CMB. Sri Lanka's flight was only from BLR to CMB. CMB to SHJ was a codeshare flight on Mihin Lanka. Airbus A320, which was not very spacious but comfortable. Food provided a smooth take-off and landing. The staff is friendly and comfortable. No headphones for in-flight entertainment on short-haul A320-Airbus flights are not spacious."
23,This is the best airline I have had the pleasure of traveling with! We were stuck in Kathmandu due to the earthquake. They were one of the few flights out! They handled the change efficiently and with personal care. The attendants were courteous friendly and appeared to care about our welfare. Our arrival in Hong Kong was excellent they had everything organized by flights gave us hotel accommodations transportation to and from Hong Kong City and personally walked us over to pick up our luggage. We did not have to worry about a thing!,1,"This is the best airline I have been able to travel with! We were stuck in Kathmandu because of the earthquake. You were one of the few flights that failed! They handled the change efficiently and with personal care. The waitresses were polite and friendly and seemed to care about our welfare. Our arrival in Hong Kong was excellent, everything was organised by flight and we were given hotel accommodation to and from Hong Kong City and went to pick up our luggage in person. We didn't have to worry about anything!"
24,Flew from Luton to Naples on 1st May and then returned on 4th May. This review is for the 4th May return journey (10.35 flight). How nice and personable for the captain to greet the passengers in person just before take off. The cabin crew were friendly and professional. Not used to seeing air hosts/esses looking like they actually enjoy their jobs!,1,On May 1 he fled Luton for Naples and returned on May 4. This review is scheduled for May 4 (10.35am flight). How nice and sympathetic it is for the captain to greet the passengers in person shortly before departure. The cabin crew was friendly and professional. Not used to the presenters looking as if they really enjoy their work!
25,KAN-IST-LGW-KAN. A 737-800 aircraft for the first leg. Flight was on time food was good and cabin crew excellent. The IFE was also commendable. The IST-LGW leg was a very boring flight with no IFE but the cabin crew were very efficient and helpful.,1,"KAN-IST-LGW-KAN. A 737-800 for the first stage. The flight was on time, the food was good and the cabin crew excellent. The IFE was also commendable. The actual leg of the flight was a very boring flight without IFE, but the flight attendants were very efficient and helpful."
26,CWB-GRU-FRA return in First. Lie-flat bed on B777-300 ER. Check-in flawless with special service accompanying you through security lounge and gate. Lounge in GRU okay for First Class in FRA is LH Senator Lounge - crowded and inadequate for F class. Service onboard attentive food and drinks adequate (nothing special). Seat comfortable until it is laid into a bed - then the junction between seat segments creates discomfort in hip-zone. FA prepared bed with duvet and pyjamas. Deplane in GRU not okay for you are among the last in Business class to deplane and Immigration in GRU is not smooth. Flight arrived in GRU at 0400 and no transfer check-in until 0600.,1,"CWB-GRU-FRA returns to the front row. Deck bed on the B777-300 ER. Check-in is impeccable, and special service will accompany you through the security lounge and gate. Lounge in GRU okay for First Class in FRA is LH Senator Lounge - crowded and inadequate for F-Class. Service on board attentive food and drinks sufficient (nothing special). Seat comfortably until it is put into a bed - then the connection between the seat segments causes discomfort in the hip area. FA bed with duvet and pyjamas. Deplane in GRU not okay for you to be among the last in business class to deplane and immigration in GRU is not smooth. Flight arrived in GRU at 0400 and no transfer check-in until 0600."
27,5/8/2013 STR-HRG 12/82013 HRG-STR. Flights on time in Premium Economy middle seat remains free which is the main advantage premium meal is only a little bit better than in normal Economy amenity kit with socks etc. nice. Cabin Crew outbound nice and friendly inbound relay bad: like in former times on eastern European airlines the military style flight attendants. General advice: with a little bit more of extra attendance of the cabin crew the Premium Economy could be a Premium Product.,1,"8.5.2013 STR-HRG 12 / 82013 HRG-STR. Punctual flights in Premium Economy Middle Seat remain free, which is the main advantage as the premium meal is only a little better than in normal Economy comfort with socks etc. Beautiful. Cabin crew outbound nice and friendly inbound relays bad: as used to be the case with Eastern European airlines the military flight attendants. General advice: With a little extra cabin crew presence, Premium Economy could be a premium product."
28,Flew domestic on a very early flight from Delhi to Nagpur. Checked in at the airport and this was fast and efficient. Straight through domestic security into the large airside lounge area with shops and cafes open despite the outlandish time (04.30). Flight boarded early and was not full. A319 looked tired and seats were old. Service was fine but food as poor - a greasy wrap - with hot drinks. Landed on time in Nagpur and deplaned quickly.,1,"Flies very early from Delhi to Nagpur. Check in at the airport and it was fast and efficient. Through internal security in the large airside lounge area, where shops and cafés are open despite the unusual time (04.30 am). The flight was booked early and not fully booked. A319 looked tired and the seats were old. The service was good but the food so bad - a greasy wrap - with hot drinks. Landed in Nagpur on time and quickly departed."
29,CDG-AMM Y class A320. Check in was good inflight service excellent and AVOD great although the earplugs good do with some upgrading. Meal excellent choice of drinks 3 meal choices. Much better than AF.,1,"CDG-AMM Y-Class A320. The check-in was good, the service on the plane excellent and AVOD great, although the earplugs manage well with some improvements. Meal excellent selection of drinks 3 meals to choose from. Much better than AF."
30,I took AC Rouge for the first time yesterday from Dublin to Toronto with my wife and two children. Having read all of the negative comments on this and other sites I was prepared for the worst. I must say I was pleasantly surprised. First class it is not but neither are the fares. Inflight staff were great service was outstanding food was so-so but certainly edible. I have certainly had many better flights but I have had many worse flights as well. They are good value for money and I will fly them again. As for the in flight entertainment we are pretty tech savvy and I like old and obscure films so it was great but it may not suit everyone.,1,"Yesterday I travelled from Dublin to Toronto for the first time with my wife and two children. After reading all the negative comments on this and other pages, I was prepared for the worst. I must say I was pleasantly surprised. It's not first class, but neither are the fares. The staff on the plane were great, the service was excellent, so the food was like that - but certainly edible. I certainly had many better flights, but I also had many worse flights. They are cheap and I will fly them again. As for in-flight entertainment, we're pretty tech savvy and I like old and obscure movies, so it was great, but it might not suit everyone."
31,We had booked Air Canada Business Class seats YXY to MCO 17-26 Dec 2014 and were initially disappointed the flight out of Toronto was on Rouge (Premium). We read many reviews majority being negative but were hopeful our trip wouldn't end up as other travelers had. As it turned out we had a very enjoyable flight both directions. Even though there wasn't the customary onboard entertainment the provided iPads worked well though it would have been nice to have had them prior to takeoff for full enjoyment. I would certainly recommend flying Rouge Premium if it is within your budget and are considering a Toronto to Athens flight in the near future.,1,"We had booked Air Canada Business Class seats YXY by Dec 17-26 2014 and were initially disappointed that the flight from Toronto was on Rouge (Premium). We read many reviews, which were mostly negative, but hoped that our trip would not end like other travelers. As it turned out, we had a very pleasant flight in both directions. Even if there was not the usual in-flight entertainment, the iPads provided worked well, although it would have been nice to have had them before departure to the full delight of the passengers. I would certainly recommend Rouge Premium if it is within your budget and considering a flight from Toronto to Athens in the near future."
32,SSA-GRU: Excellent airline. New Airbus A-320 with a very good entertainment system for a 2.30 flight (individual screens). Captain kept making announcements about the weather conditions and the flight path. Check-in in Salvador quick and efficient. Avianca is the best domestic airline in Brazil. It's a pity they're still small and lack of more options.,1,SSA-GRU: Excellent airline. New Airbus A-320 with very good entertainment system for a 2.30 minute flight (single screens). The captain kept making announcements about the weather conditions and the flight path. Check-in in Salvador is quick and efficient. Avianca is the best national airline in Brazil. It is a pity that they are still small and lack more opportunities.
33,Flew April 6th there were 8 of us flying 2 with disabilities that required them to be near the front which they accommodated. Meal was fine flight staff had bad attitudes and did not smile. Flew back April 13th from PV to Vancouver had an excellent flight. Crew were pleasant and very accommodating. Would consider them again after.,1,"On April 6, we flew to 8 with 2 handicapped people who had to be near the front line that housed them. The food was good, the flight crew had a bad attitude and did not smile. He had a great flight on April 13, flying back from Vancouver. The crew was pleasant and very accommodating. Would they reconsider after that?"
34,I flew from Jakarta to Sydney in Business Class and it was fantastic! The cabin seat food and flight attendants were world class. The only fault I could find was that there was no 'flight tracker' option on the AVOD system. Other than that I had a great experience and look forward to flying with Garuda Indonesia again soon.,1,"I flew business class from Jakarta to Sydney and it was fantastic! The food and the flight attendants were world class. The only mistake I could find was that there was no ""flight tracker"" option in the AVOD system. Apart from that I had a great experience and I am looking forward to flying with Garuda Indonesia again soon."
35,AMS-SIN-CGK. Flight was on time. Arrived at Singapore Changi airport on time nice airport for transit. Aircraft from AMS-SIN was refitted B777-200ER. which is quiet old but clean nice and comfortable (use 3x3x3 configuration). Staff on both flights were attentive they also offered drinks every several times. However the LCD screen for the entertainment is quite old so the resolution of the screen wasn't really clear.,1,"AMS-SIN-CGK. The flight was on time. Arrive at Singapore Changi Airport on time for transit. AMS-SIN aircraft were retrofitted B777-200ER. which is quiet old but clean and comfortable (use 3x3x3 configuration). Staff on both flights were attentive and offered drinks. However, the LCD screen for entertainment is quite old, so the resolution of the screen was not really clear."
36,Have made 5 flights this year with Jet2 mainly LBA - AGP. Last flight out had to turn round due to cracked windscreen. No problems just swapped to another plane at LBA. All flights have been very close to being on time with the exception of the last flight we were only 3 hrs late after all the problems. All planes very clean and had the new locked upright seats (no longer get a seat back in your lap) well staffed. Failure to weigh cabin luggage at the gate is becoming a problem cases weighed at check in but not if taken direct to gate. taking longer to load they need to weigh every case.,1,"Have made five flights this year with Jet2 mainly LBA - AGP. The last flight had to turn back because of a broken windscreen. No problem, just switched to another plane at the LBA. All flights were very close to punctuality, except for the last flight, where we were only 3 hours late after all the problems. All the planes were very clean and had the new locked seats (no more seat in your lap) well occupied. Weighing hand baggage at the gate becomes a problem if it is weighed at check-in but not taken directly to the gate. The charge takes longer, they have to weigh each case."
37,Beijing to Shenzhen on A340-600. Seat was a lie flat business class seat with AVOD and came with a duvet and proper cushion. The cabin was showing its age somewhat. The meal was very good. I chose the western main and it was very good. Departures from Beijing are from Terminal 1 flight delayed 90 minutes. Hainan didn't handle the delay that well on the ground - no updated information was provided and announcements were only in Mandarin. In comparison to US and European flights of a similar length service and seat were fantastic.,1,"Beijing to Shenzhen with the A340-600. The seat was a flat business class seat with AVOD and came with a duvet and a decent pillow. The cabin indicated her age a bit. The food was very good. I chose the Western head and it was very good. Departures in Beijing are 90 minutes late from Terminal 1. Hainan did not cope well with the delay on site - there was no updated information and the announcements were in Mandarin only. Compared to flights in the US and Europe with similar length and seat, the flights were fantastic."
38,Jakarta to Singapore (QZ7782) and back (QZ7789) on the same day. No delays. The right Low Cost Carrier experience: no frills no food no leg room efficient.,1,"Jakarta to Singapore (QZ7782) and back (QZ7789) the same day. No delays. The right low cost carrier experience: no frills, no food, no legroom."
39,Flew NH1 (IAD-NRT) 2143 (NRT-FUK) 2 (NRT-IAD). I was very satisfied with my experience aboard ANA. It was my second trip with them and the services had changed slightly. Ground-side staff were polite and efficient including at Narita where representatives gave clear directions for rechecking baggage following Customs. Some airside amenities had changed since my previous trip in 1/09. Things like ice cream were no longer free after meals instead at the time they had an a la carte menu from which you could order business class treats like sake or udon for a modest fee. The udon was fantastic for a midnight snack. I had a special meal (vegetarian) registered and cabin crew served those first (which I guess was awkward for folks like me) but they indeed arrived vegetarian as advertised. IFE was stocked with a good mix of fairly recent western and Japanese films television shows and music. I seldom felt the need to turn to my iPod. Seats were comfortable and pitched well enough for this average-sized American male. Fukuoka connection: I wasn't awake for a lot of the flight but we were provided light beverages. IFE included a documentary program and a flight map. Otherwise the service was comparable to the international product.,1,"Flow NH1 (IAD-NRT) 2143 (NRT-FUK) 2 (NRT-IAD). I was very pleased with my experience aboard the ANA. It was my second trip with them and the performances had changed slightly. The ground staff were polite and efficient, even in Narita, where the representatives gave clear instructions for checking baggage after customs. Some airport amenities had changed since my last trip in 1 / 09. Things like ice cream were no longer free after the meal, instead there was an a la carte menu from which you could order business class treats such as sake or udon for a small price. The Udon was fantastic for a midnight snack. I had a special meal (vegetarian) registered and the cabin crew served it first (which was probably uncomfortable for people like me), but they actually arrived vegetarian as advertised. IFE was packed with a good mix of Western and Japanese films, TV shows and music. I rarely felt the need to turn to my iPod. The seats were comfortable and well enough placed for this average American man. Fukuoka connection: I was not awake during the flight, but we were given light drinks. IFE included a documentary programme and a flight ticket. Otherwise the service was comparable to the international product."
